time,LT,HTR,WM,FR,DW 
1303095662,179,207,193,128,3
1303095679,179,207,193,124,3
1303095702,179,207,193,121,3
1303095719,180,208,194,117,3
1303095736,180,208,193,118,3
1303095759,180,208,194,117,3
1303095776,180,208,194,115,3
1303095793,180,208,194,113,3
1303095816,180,208,194,116,3
1303095833,180,208,193,115,3
1303095850,180,208,194,114,3
1303095873,180,209,194,114,3
1303095890,180,209,194,115,3
1303095907,180,208,194,114,3
1303095930,180,208,194,112,3
1303095947,180,209,194,113,3
1303095965,180,208,194,113,3
1303095982,180,208,193,113,3
1303096004,179,208,193,113,3
1303096022,180,208,193,113,3
1303096039,179,208,194,112,3
1303096061,179,208,193,114,3
1303096078,180,208,194,112,3
1303096095,179,208,194,114,3
1303096118,179,208,193,112,3
1303096135,179,208,194,112,3
1303096152,179,208,194,114,3
1303096175,179,207,194,112,3
1303096193,179,207,194,114,3
1303096210,179,207,194,112,3
1303096232,179,208,194,113,3
1303096249,179,207,193,112,3
1303096266,179,207,193,111,3
1303096289,179,207,193,111,3
1303096306,179,207,193,112,3
1303096323,179,207,193,111,3
1303096341,179,207,193,112,3
1303096363,179,207,193,111,3
1303096380,179,207,193,112,3
1303096397,179,208,193,110,3
1303096572,180,208,194,1,3
1303096686,182,46,198,1,0
1303096703,180,48,195,1,2
1303096720,180,48,194,1,2
1303096743,179,48,194,1,2
1303096760,180,48,195,1,2
1303096777,180,48,194,1,3
1303096799,180,48,194,1,2
1303096817,180,48,194,1,3
1303096834,180,48,194,1,3
1303096856,180,48,194,1,2
1303096873,180,48,194,1,3
1303096891,180,48,194,1,3
1303096913,180,48,194,1,3
1303096930,180,48,194,1,2
1303096948,180,48,195,1,2
1303096972,180,48,195,1,2
1303096989,180,48,195,1,3
1303097006,180,48,195,1,3
1303097023,180,48,195,1,2
1303097046,180,48,194,1,3
1303097063,180,48,195,1,3
1303097080,180,48,194,1,3
1303097103,180,48,194,1,3
1303097120,180,48,194,1,3
1303097137,180,48,194,1,2
1303097159,180,48,195,1,2
1303097176,181,48,195,1,2
1303097193,180,48,194,1,3
1303097216,180,48,195,1,3
1303097233,180,48,194,1,3
1303097250,180,48,194,1,3
1303097272,180,48,194,1,3
1303097290,180,48,194,1,2
1303097307,180,48,194,1,2
1303097324,180,24,194,1,3
1303097346,180,24,194,1,3
1303097363,180,24,194,1,3
1303097380,180,23,194,0,3
1303097403,179,24,194,0,3
1303097420,179,24,194,0,3
1303097437,179,23,194,0,3
1303097460,180,23,195,1,3
1303097477,179,24,194,1,3
1303097494,180,24,194,0,3
1303097517,179,23,194,3,3
1303097534,179,24,194,1,2
1303097551,180,24,195,1,2
1303097574,179,24,194,130,2
1303097591,156,24,194,131,2
1303097608,156,23,194,128,2
1303097625,156,24,194,124,3
1303097647,156,23,194,120,3
1303097664,156,23,194,117,3
1303097681,156,23,194,117,2
1303097703,156,24,194,115,2
1303097721,156,23,194,114,2
1303097738,156,23,194,116,2
1303097760,156,49,194,115,2
1303097777,156,24,194,115,2
1303097795,156,24,194,114,2
1303097817,156,24,194,116,3
1303097834,156,24,194,114,2
1303097851,156,24,195,114,3
1303097874,156,24,195,114,2
1303097891,157,23,194,115,2
1303097908,157,23,195,116,2
1303097931,157,23,194,115,2
1303097948,156,23,194,114,2
1303097965,156,23,194,114,3
1303097982,156,23,194,115,3
1303098004,156,23,194,115,2
1303098021,156,23,194,113,3
1303098038,156,23,194,115,2
1303098060,156,23,194,113,3
1303098077,157,24,194,113,2
1303098094,157,23,194,113,2
1303098117,157,23,194,112,2
1303098134,157,23,194,114,2
1303098151,156,23,194,113,2
1303098173,157,23,194,112,2
1303098190,156,23,194,114,2
1303098207,156,23,194,113,2
1303098224,157,23,194,113,2
1303098247,157,24,194,112,2
1303098264,157,23,194,114,2
1303098282,157,23,194,112,2
1303098305,157,23,195,0,2
1303098322,157,23,194,0,2
1303098339,157,23,194,0,3
1303098362,157,24,194,0,3
1303098379,157,24,194,0,3
1303098396,157,23,194,0,3
1303098419,157,23,194,0,3
1303098436,157,23,194,0,3
1303098453,157,23,194,0,3
1303098477,157,24,194,0,3
1303098494,157,23,194,0,3
1303098511,157,23,195,1,2
1303098534,157,23,194,0,2
1303098551,157,23,194,0,3
1303098568,156,23,194,0,3
1303098591,157,23,194,0,3
1303098608,157,23,195,0,3
1303098625,157,23,194,0,2
1303098642,157,23,194,0,3
1303098665,157,1,194,0,3
1303098682,157,1,194,0,3
1303098699,157,1,195,0,3
1303098722,157,1,194,0,3
1303098739,157,1,195,0,2
1303098756,157,1,194,0,2
1303098779,157,1,194,0,2
1303098796,157,1,194,0,2
1303098813,157,1,194,0,3
1303098835,157,1,195,0,3
1303098852,157,1,195,1,2
1303098869,157,1,194,0,3
1303098891,157,1,194,0,3
1303098908,157,1,194,1,3
1303098926,157,1,194,0,2
1303098943,156,1,194,0,3
1303098965,157,1,194,0,3
1303098982,157,1,194,0,3
1303098999,156,1,194,0,3
1303099022,157,1,194,0,3
1303099039,157,1,194,0,3
1303099056,157,1,194,0,3
1303099079,157,1,194,0,3
1303099096,156,1,194,0,2
1303099113,156,1,194,0,2
1303099136,157,1,194,0,2
1303099153,157,1,194,0,3
1303099170,157,1,194,0,3
1303099192,157,1,194,0,3
1303099209,157,1,194,0,3
1303099226,156,1,194,0,3
1303099243,156,1,194,0,3
1303099266,156,1,194,0,3
1303099283,157,1,194,1,3
1303099300,157,1,194,0,3
1303099323,156,1,194,0,3
1303099340,156,1,194,0,3
1303099357,157,1,194,0,3
1303099379,157,1,194,0,3
1303099396,157,1,194,129,3
1303099414,157,1,194,131,3
1303099437,157,1,194,129,3
1303099454,156,1,194,127,3
1303099471,157,1,194,124,3
1303099493,157,1,194,119,3
1303099510,157,1,194,118,3
1303099528,157,1,194,116,3
1303099545,157,1,194,116,2
1303099567,157,1,194,115,3
1303099584,156,1,194,116,3
1303099601,157,1,194,116,3
1303099624,156,1,194,116,3
1303099641,157,1,194,116,3
1303099658,157,1,194,116,2
1303099681,157,1,194,113,3
1303099698,157,1,194,113,3
1303099715,156,1,194,114,2
1303099737,157,1,194,114,3
1303099754,157,1,194,114,3
1303099771,158,1,195,113,3
1303099793,157,1,195,114,3
1303099810,157,1,194,114,3
1303099828,157,1,194,115,3
1303099845,157,1,195,113,3
1303099867,157,1,194,116,2
1303099884,157,1,194,114,2
1303099901,158,1,194,112,2
1303099923,157,1,194,112,2
1303099941,157,1,194,114,2
1303099958,157,1,194,113,2
1303099980,156,1,194,113,2
1303099997,157,1,194,113,2
1303100014,157,1,194,113,2
1303100037,157,1,194,113,3
1303100053,157,1,194,112,2
1303100071,157,1,194,113,3
1303100094,157,1,195,112,2
1303100111,157,1,194,113,2
1303100128,157,1,195,111,2
1303100151,157,1,194,111,2
1303100168,157,1,195,0,2
1303100186,157,1,195,0,3
1303100202,157,1,195,0,2
1303100226,157,1,194,0,3
1303100243,157,1,195,0,2
1303100260,157,1,194,0,3
1303100283,157,1,195,0,2
1303100300,157,1,195,0,2
1303100317,158,1,195,0,2
1303100339,158,1,195,0,2
1303100357,157,1,195,0,3
1303100373,158,1,195,0,3
1303100397,157,1,195,0,3
1303100414,157,1,195,1,3
1303100431,158,1,194,0,3
1303100454,157,1,195,0,3
1303100474,158,1,195,0,3
1303100491,158,1,195,0,3
1303100514,158,1,195,0,3
1303100531,157,1,195,0,2
1303100548,158,1,195,1,3
1303100571,158,1,195,0,2
1303100588,158,1,195,0,3
1303100609,158,1,195,0,3
1303100631,158,1,195,0,3
1303100648,158,1,195,0,3
1303100665,158,1,195,0,3
1303100682,158,1,195,0,3
1303100704,158,1,195,0,3
1303100722,158,1,195,0,3
1303100739,158,1,195,0,3
1303100761,158,1,195,0,3
1303100802,157,1,195,0,3
1303100831,157,1,194,0,3
1303100851,157,1,194,0,3
1303100874,157,1,194,1,3
1303100898,157,1,194,0,3
1303100915,157,1,194,0,3
1303100962,157,1,194,0,3
1303101028,157,1,194,0,3
1303101051,157,1,194,0,3
1303101068,157,1,194,0,3
1303101085,157,1,194,0,3
1303101102,157,1,194,1,3
1303101124,157,1,194,0,3
1303101142,156,1,194,0,3
1303101159,157,1,194,0,3
1303101181,156,1,193,0,3
1303101198,156,1,194,0,3
1303101215,156,1,194,0,3
1303101237,156,1,194,0,3
1303101254,156,1,194,0,3
1303101272,156,1,194,0,3
1303101294,156,1,194,0,3
1303101311,156,1,194,0,3
1303101328,156,1,194,0,3
1303101351,154,1,194,0,3
1303101368,156,1,195,131,3
1303101385,156,1,194,132,3
1303101402,157,1,194,128,3
1303101424,156,1,194,125,3
1303101442,157,1,194,120,2
1303101459,156,1,194,119,3
1303101481,156,1,194,116,3
1303101498,157,1,194,116,2
1303101515,157,1,194,116,2
1303101537,157,1,194,116,3
1303101555,157,1,194,116,3
1303101572,157,1,194,116,3
1303101594,157,1,194,115,3
1303101611,157,1,194,114,3
1303101628,156,1,194,116,3
1303101651,156,1,194,114,3
1303101668,157,1,194,114,2
1303101685,157,1,195,113,3
1303101702,157,1,195,114,3
1303101724,158,1,194,114,2
1303101742,157,1,194,114,2
1303101759,157,1,195,115,2
1303101781,157,1,195,115,2
1303101798,158,1,195,114,3
1303101815,158,1,195,113,3
1303101838,157,1,195,112,3
1303101855,157,1,195,112,2
1303101872,157,1,195,113,2
1303101894,158,1,195,113,2
1303101912,158,1,195,114,2
1303101929,157,1,195,113,2
1303101952,158,1,195,112,3
1303101969,158,1,195,114,3
1303101986,158,1,195,112,3
1303102003,158,1,195,113,3
1303102026,158,1,195,112,3
1303102043,158,1,195,114,3
1303102060,158,1,195,112,2
1303102082,157,1,195,113,3
1303102099,157,1,195,111,2
1303102117,157,1,195,0,3
1303102139,158,1,195,0,3
1303102157,158,1,195,0,3
1303102174,158,1,195,0,3
1303102196,158,1,195,0,3
1303102213,158,34,195,0,3
1303102230,158,35,195,0,3
1303102253,158,37,195,0,3
1303102269,158,37,195,0,3
1303102287,158,1,195,0,3
1303102304,158,1,195,0,3
1303102326,158,1,195,0,3
1303102343,157,1,194,0,3
1303102360,158,1,195,0,3
1303102382,158,1,195,0,3
1303102399,157,1,195,0,3
1303102417,157,1,195,0,3
1303102440,158,1,194,0,3
1303102457,158,1,195,0,3
1303102474,158,1,195,0,2
1303102497,157,1,195,0,3
1303102514,157,1,195,0,3
1303102531,157,1,195,0,3
1303102554,157,1,194,0,3
1303102571,157,1,194,0,3
1303102588,157,1,194,0,3
1303102605,158,1,194,0,3
1303102627,157,1,195,0,3
1303102644,157,1,195,0,3
1303102661,157,1,195,0,3
1303102684,157,1,194,0,3
1303102701,157,1,194,0,3
1303102718,157,1,194,0,3
1303102740,157,1,194,0,2
1303102757,157,1,194,0,3
1303102774,157,1,194,0,3
1303102797,157,1,194,0,3
1303102814,157,1,194,0,3
1303102831,157,1,194,0,3
1303102853,157,1,194,0,3
1303102871,157,1,195,0,2
1303102888,158,1,194,0,3
1303102905,157,1,195,0,2
1303102928,157,1,194,1,2
1303102945,157,1,194,0,2
1303102962,157,1,195,0,2
1303102984,157,1,194,0,2
1303103001,158,1,194,0,2
1303103018,158,1,195,0,3
1303103041,157,1,195,0,2
1303103058,157,1,194,0,3
1303103075,157,1,194,0,2
1303103097,157,1,194,0,3
1303103114,157,1,194,0,2
1303103131,157,1,194,0,3
1303103154,157,1,195,0,2
1303103171,157,1,194,0,3
1303103188,156,1,194,0,3
1303103211,157,1,195,0,3
1303103228,157,1,194,0,2
1303103245,157,1,194,0,2
1303103262,157,1,195,0,2
1303103284,157,1,194,0,2
1303103302,157,1,194,0,3
1303103319,157,1,194,0,3
1303103341,157,1,194,0,2
1303103358,157,1,194,0,2
1303103375,157,1,194,125,2
1303103398,157,1,194,133,2
1303103415,157,1,194,131,2
1303103432,157,1,194,128,3
1303103455,157,1,194,120,2
1303103472,157,1,194,120,2
1303103489,157,1,194,118,2
1303103512,0,1,194,117,2
1303103529,0,1,194,117,2
1303103546,0,1,195,115,2
1303103564,0,1,195,116,2
1303103587,0,1,195,114,2
1303103605,0,1,195,116,2
1303103624,0,1,195,114,2
1303103646,0,1,195,116,2
1303103665,0,1,195,114,2
1303103683,0,1,195,115,2
1303103706,0,1,195,115,2
1303103724,0,1,195,113,2
1303103743,0,1,195,115,2
1303103765,0,1,195,115,2
1303103784,0,1,195,114,2
1303103802,0,1,195,115,2
1303103825,0,1,195,114,2
1303103843,0,1,195,115,2
1303103862,0,1,195,113,2
1303103884,0,1,195,113,2
1303103903,0,1,195,114,2
1303103920,0,1,195,115,2
1303103943,0,1,195,114,2
1303103962,0,1,195,114,2
1303103981,0,1,195,113,2
1303104003,0,1,195,114,2
1303104022,0,1,195,113,2
1303104040,0,1,195,113,2
1303104063,0,1,195,113,2
1303104081,0,1,195,112,2
1303104151,0,1,195,1,2
1303104179,0,1,195,1,2
1303104196,0,1,195,1,2
1303104214,0,1,195,0,3
1303104236,0,1,196,1,2
1303104253,0,1,195,1,3
1303104271,0,1,196,0,2
1303104294,0,1,195,0,2
1303104311,0,1,196,1,2
1303104329,0,1,195,1,2
1303104359,0,1,195,1,2
1303104376,0,1,195,1,2
1303104393,0,1,196,1,2
1303104416,0,1,195,1,2
1303104433,0,1,195,0,3
1303104450,0,1,195,1,3
1303104473,0,1,195,1,2
1303104490,0,1,195,0,2
1303104507,0,1,195,1,2
1303104524,0,1,195,1,2
1303104546,0,1,196,1,3
1303104563,0,1,195,1,3
1303104581,0,1,195,1,3
1303104604,0,1,195,1,3
1303104621,0,1,183,1,2
1303104638,0,1,183,1,2
1303104661,0,1,183,1,3
1303104678,0,1,183,1,2
1303104696,0,1,183,1,2
1303104718,0,1,184,0,2
1303104735,0,1,183,1,2
1303104753,0,1,183,1,2
1303104775,0,1,183,1,2
1303104793,0,1,183,1,2
1303104810,0,1,183,1,2
1303104833,0,1,183,0,2
1303104850,0,1,183,1,3
1303104868,0,1,183,0,2
1303104885,0,1,183,1,2
1303104907,0,1,183,0,2
1303104924,0,1,183,1,2
1303104942,0,1,183,0,2
1303104965,0,1,183,1,2
1303104982,0,1,183,1,2
1303104999,0,1,183,1,2
1303105021,0,1,183,1,2
1303105039,0,1,183,1,2
1303105056,0,1,183,1,2
1303105079,0,1,183,1,2
1303105096,0,1,183,1,2
1303105113,0,1,183,1,2
1303105136,0,1,183,1,2
1303105153,0,1,183,1,2
1303105171,0,1,183,1,3
1303105194,0,1,183,1,2
1303105211,0,1,183,1,2
1303105228,0,1,183,1,3
1303105251,0,1,183,1,2
1303105268,0,1,183,1,2
1303105286,0,1,183,130,2
1303105305,0,1,183,132,2
1303105327,0,1,183,128,2
1303105345,0,1,183,122,2
1303105364,0,1,183,120,2
1303105386,0,1,183,120,2
1303105405,0,1,182,117,2
1303105424,0,1,182,116,2
1303105446,0,1,183,117,2
1303105464,0,1,182,117,2
1303105483,0,1,182,116,2
1303105505,0,1,182,115,2
1303105524,0,1,183,115,2
1303105543,0,1,183,116,2
1303105565,0,1,182,115,2
1303105583,0,1,182,116,2
1303105602,0,1,182,116,2
1303105624,0,1,182,115,2
1303105643,0,1,182,115,2
1303105662,0,1,182,114,2
1303105684,0,1,182,115,2
1303105702,0,1,182,114,2
1303105721,0,1,182,114,2
1303105743,0,1,183,114,2
1303105762,0,1,183,114,2
1303105781,0,1,182,113,2
1303105803,0,1,182,112,2
1303105822,0,1,183,114,2
1303105840,0,1,182,113,2
1303105863,0,1,182,112,2
1303105881,0,1,182,113,2
1303105900,0,1,182,113,2
1303105922,0,1,182,113,2
1303105940,0,1,182,112,2
1303105959,0,1,183,114,2
1303105982,0,1,183,113,2
1303106000,0,1,183,113,2
1303106019,0,1,183,112,2
1303106041,0,1,182,113,2
1303106060,0,1,182,111,2
1303106077,0,1,182,1,3
1303106100,0,1,182,1,2
1303106118,0,1,182,1,2
1303106135,0,1,182,0,2
1303106158,0,1,182,1,2
1303106175,0,1,182,0,2
1303106192,0,1,182,1,2
1303106216,0,1,183,1,2
1303106233,0,1,183,1,2
1303106251,0,1,183,1,2
1303106274,0,1,182,1,2
1303106291,0,1,182,1,2
1303106308,0,1,183,1,2
1303106331,0,1,183,1,2
1303106348,0,1,182,0,3
1303106366,0,1,183,1,3
1303106382,0,1,182,1,3
1303106405,0,1,183,1,2
1303106423,0,1,183,0,3
1303106440,0,1,183,1,2
1303106463,0,1,183,1,3
1303106480,0,1,183,1,3
1303106497,0,1,183,1,3
1303106520,0,1,183,1,3
1303106537,0,1,183,1,3
1303106554,0,1,183,1,2
1303106576,0,1,183,1,2
1303106594,0,1,183,1,3
1303106611,0,1,183,1,3
1303106633,0,1,183,1,3
1303106650,0,1,183,1,2
1303106668,0,1,183,1,3
1303106685,0,1,183,0,3
1303106708,0,1,183,1,2
1303106725,0,1,183,1,3
1303106742,0,1,183,1,2
1303106765,0,1,183,1,3
1303106783,0,1,183,1,2
1303106800,0,1,183,1,3
1303106822,0,1,183,1,3
1303106840,0,1,183,0,3
1303106857,0,1,183,1,3
1303106879,0,1,183,1,3
1303106896,0,1,183,1,3
1303106914,0,1,183,1,2
1303106936,0,1,183,1,3
1303106954,0,1,183,1,3
1303106970,0,1,183,1,3
1303106993,0,1,183,1,3
1303107010,0,1,183,0,3
1303107027,0,1,131,1,3
1303107045,0,1,0,1,2
1303107067,0,33,0,1,2
1303107084,0,35,0,1,2
1303107102,0,36,0,0,2
1303107124,0,37,0,1,2
1303107141,0,37,0,1,2
1303107158,0,1,0,1,2
1303107181,0,1,0,1,2
1303107197,0,1,0,1,2
1303107215,185,1,0,0,2
1303107238,0,1,0,1,2
1303107255,0,1,0,1,2
1303107272,0,1,0,1,2
1303107294,0,1,0,1,2
1303107311,0,1,0,1,2
1303107329,0,1,0,1,2
1303107351,0,1,0,1,2
1303107368,0,1,0,1,2
1303107386,0,1,0,1,2
1303107403,0,1,0,131,2
1303107425,0,1,0,130,2
1303107442,0,1,0,130,2
1303107460,0,1,0,125,2
1303107483,0,1,0,120,2
1303107500,0,1,0,118,2
1303107517,0,1,0,118,2
1303107540,0,1,0,115,2
1303107557,0,1,0,116,2
1303107574,0,1,0,116,2
1303107596,0,1,0,115,2
1303107614,0,1,0,116,2
1303107631,0,1,0,115,2
1303107653,0,1,0,421,2
1303107670,0,1,0,415,2
1303107688,0,1,0,411,2
1303107712,0,1,0,407,2
1303107729,0,1,0,405,1
1303107748,0,1,0,405,2
1303107772,0,1,0,407,1
1303107789,0,1,0,407,2
1303107807,0,1,0,408,2
1303107831,0,1,0,408,2
1303107848,0,1,0,408,2
1303107867,0,1,0,408,2
1303107891,0,1,0,408,2
1303107908,0,1,0,408,2
1303107925,0,1,0,408,1
1303107942,0,1,0,408,1
1303107964,0,1,0,408,2
1303107981,0,1,0,409,2
1303107999,0,1,0,408,1
1303108021,0,1,0,408,1
1303108038,0,1,0,408,2
1303108055,0,1,0,409,2
1303108078,0,1,0,408,2
1303108095,0,1,0,408,1
1303108112,0,1,0,408,1
1303108135,0,1,0,408,2
1303108152,0,1,0,408,2
1303108169,0,1,0,409,2
1303108191,0,1,0,409,2
1303108209,0,1,0,409,2
1303108226,0,1,0,409,2
1303108243,0,1,0,409,2
1303108265,0,1,0,1,2
1303108282,0,1,0,1,2
1303108300,0,1,0,1,2
1303108322,0,1,0,1,2
1303108339,0,1,0,1,2
1303108356,0,1,0,1,2
1303108379,0,1,0,1,2
1303108397,0,1,0,1,2
1303108414,0,1,0,1,2
1303108436,0,1,0,1,2
1303108454,0,1,0,1,2
1303108471,0,1,0,1,2
1303108493,0,1,0,1,2
1303108510,0,1,0,1,2
1303108527,0,1,0,1,2
1303108545,0,1,0,1,2
1303108567,0,1,0,1,2
1303108584,0,1,0,1,2
1303108601,0,1,0,1,2
1303108624,0,1,0,1,2
1303108641,0,1,0,1,2
1303108658,0,1,0,1,2
1303108681,0,1,0,1,2
1303108698,0,1,0,1,2
1303108716,0,1,0,1,2
1303108738,0,1,0,1,2
1303108755,0,1,0,1,2
1303108772,0,1,0,1,2
1303108795,0,1,0,1,2
1303108812,0,1,0,1,2
1303108829,0,1,0,1,2
1303108852,0,1,0,1,2
1303108870,0,1,0,1,2
1303108887,0,1,0,1,2
1303108904,0,1,0,1,2
1303108926,0,1,0,1,2
1303108944,0,1,0,1,2
1303108961,0,1,0,1,2
1303108983,0,1,0,1,2
1303109000,0,1,0,1,2
1303109017,0,1,0,1,2
1303109040,0,1,0,1,2
1303109057,0,1,0,1,2
1303109074,0,1,0,1,2
1303109097,0,1,0,176,2
1303109117,0,1,0,159,2
1303109135,0,1,0,147,2
1303109157,0,1,0,141,2
1303109174,0,1,0,144,2
1303109191,0,1,0,144,2
1303109214,0,1,0,144,2
1303109232,0,1,0,142,2
1303109250,0,1,0,140,2
1303109272,0,1,0,138,2
1303109289,0,1,0,136,2
1303109306,0,1,0,136,2
1303109324,0,1,0,137,2
1303109346,0,1,0,135,2
1303109364,0,1,0,134,2
1303109381,0,1,0,135,2
1303109403,0,1,0,134,2
1303109420,0,0,0,135,2
1303109438,0,1,0,132,2
1303109460,0,1,0,134,2
1303109477,0,1,0,134,2
1303109496,0,1,0,133,2
1303109518,0,1,0,131,2
1303109539,0,1,0,131,2
1303109556,0,1,0,130,2
1303109579,0,1,0,130,2
1303109595,0,1,0,129,2
1303109613,0,1,0,128,2
1303109635,0,1,0,130,2
1303109653,0,1,0,127,2
1303109670,0,1,0,127,2
1303109692,0,1,0,128,2
1303109710,0,1,0,128,2
1303109727,0,1,0,126,2
1303109744,0,1,0,126,2
1303109767,0,1,0,126,2
1303109784,0,1,0,125,2
1303109801,0,1,0,125,2
1303109823,0,1,0,124,2
1303109841,0,1,0,125,2
1303109858,0,1,0,125,2
1303109880,0,1,0,126,2
1303109897,0,1,0,125,2
1303109915,0,1,0,123,2
1303109937,0,1,0,124,2
1303109955,0,1,0,124,2
1303109972,0,1,0,124,2
1303109995,0,1,0,122,2
1303110013,0,1,0,123,2
1303110031,0,1,0,123,2
1303110053,0,1,0,122,2
1303110070,0,1,0,124,2
1303110087,0,1,0,122,2
1303110104,0,1,0,120,2
1303110127,0,1,0,121,2
1303110145,0,1,0,122,2
1303110162,0,1,0,120,2
1303110184,0,1,0,120,2
1303110201,0,1,0,121,2
1303110218,0,1,0,122,2
1303110241,0,1,0,122,2
1303110258,0,1,0,121,2
1303110275,0,1,0,121,2
1303110298,0,1,0,122,2
1303110315,0,1,0,120,2
1303110332,0,1,0,121,2
1303110355,0,1,0,120,2
1303110373,0,1,0,120,2
1303110390,0,1,0,120,2
1303110413,0,1,0,121,2
1303110430,0,1,0,118,2
1303110447,0,1,0,119,2
1303110464,0,1,0,120,2
1303110487,0,1,0,120,2
1303110503,0,1,0,118,2
1303110521,0,1,0,117,2
1303110544,0,1,0,1,2
1303110561,0,1,0,1,2
1303110578,0,1,0,1,2
1303110601,0,1,0,0,2
1303110618,0,1,0,1,2
1303110635,0,1,0,1,2
1303110657,0,1,0,1,2
1303110674,0,1,0,1,2
1303110692,0,1,0,1,2
1303110714,0,1,0,0,2
1303110732,0,1,0,1,2
1303110749,0,1,0,0,2
1303110771,0,1,0,1,2
1303110789,0,1,0,0,2
1303110806,0,1,0,1,2
1303110823,0,1,0,1,2
1303110845,0,1,0,0,2
1303110862,0,1,0,1,2
1303110879,0,1,0,0,2
1303110902,0,1,0,1,2
1303110919,0,1,0,0,2
1303110936,0,1,0,1,2
1303110959,0,1,0,1,2
1303110976,0,1,0,1,2
1303110993,0,1,0,1,2
1303111017,0,1,0,0,2
1303111034,0,1,0,0,2
1303111052,0,1,0,0,2
1303111074,0,1,0,0,2
1303111091,0,1,0,0,2
1303111109,0,1,0,1,2
1303111131,0,1,0,1,2
1303111149,0,1,0,1,2
1303111165,0,1,0,1,2
1303111183,0,1,0,0,2
1303111206,0,1,0,1,2
1303111223,0,1,0,1,2
1303111240,0,1,0,0,2
1303111263,0,1,0,1,2
1303111280,0,1,0,0,2
1303111297,0,1,0,1,2
1303111320,0,1,0,1,2
1303111337,0,1,0,1,2
1303111354,0,1,0,1,2
1303111377,0,1,0,0,2
1303111394,0,1,0,1,2
1303111411,0,1,0,0,2
1303111434,0,1,0,0,2
1303111451,0,1,0,1,2
1303111468,0,1,0,0,2
1303111485,0,1,0,1,2
1303111507,0,1,0,1,2
1303111525,0,1,0,0,2
1303111542,0,1,0,1,2
1303111564,0,1,0,1,2
1303111581,0,1,0,1,2
1303111599,0,1,0,1,2
1303111621,0,1,0,1,2
1303111638,0,1,0,1,2
1303111655,0,1,0,0,2
1303111678,0,1,0,0,2
1303111696,0,1,0,1,2
1303111713,0,1,0,1,2
1303111735,0,1,0,0,2
1303111753,0,1,0,0,2
1303111770,0,1,0,131,2
1303111793,0,1,0,137,2
1303111810,0,1,0,136,2
1303111827,0,1,0,130,2
1303111844,0,1,0,126,2
1303111867,0,1,0,121,2
1303111884,0,1,0,122,2
1303111901,0,1,0,120,2
1303111924,0,1,0,120,2
1303111941,0,1,0,120,2
1303111958,0,1,0,120,2
1303111981,0,1,0,120,2
1303111998,0,1,0,119,2
1303112016,0,1,0,119,2
1303112039,0,1,0,121,2
1303112056,0,1,0,121,2
1303112073,0,1,0,121,2
1303112096,0,1,0,119,2
1303112114,0,1,0,121,2
1303112132,0,1,0,118,2
1303112155,0,1,0,119,2
1303112172,0,1,0,118,2
1303112190,0,1,0,117,2
1303112212,0,1,0,118,2
1303112229,0,1,0,118,2
1303112246,0,1,0,117,2
1303112263,0,1,0,119,2
1303112286,0,1,0,118,2
1303112303,0,1,0,118,2
1303112322,0,1,0,116,2
1303112344,0,1,0,117,2
1303112362,0,1,0,116,2
1303112379,0,1,0,118,2
1303112402,0,1,0,117,2
1303112419,0,1,0,116,2
1303112436,0,1,0,115,2
1303112459,0,1,0,116,2
1303112476,0,1,0,116,2
1303112493,0,1,0,115,2
1303112516,0,1,0,117,2
1303112534,0,1,0,118,2
1303112551,0,1,0,118,2
1303112573,0,1,0,116,2
1303112591,0,1,0,115,2
1303112608,0,1,0,114,2
1303112625,0,1,0,0,2
1303112648,0,1,0,1,2
1303112665,0,1,0,1,2
1303112682,0,1,0,0,2
1303112704,0,1,0,0,2
1303112742,0,1,0,1,2
1303112765,0,1,0,0,2
1303112782,0,1,0,0,2
1303112799,0,1,0,0,2
1303112821,0,1,0,0,2
1303112838,0,1,0,0,2
1303112856,0,1,0,0,2
1303112879,0,1,0,0,2
1303112896,0,1,0,1,2
1303112913,0,1,0,0,2
1303112936,0,1,0,1,2
1303112953,0,1,0,1,2
1303112971,0,1,0,1,2
1303112993,0,1,0,0,2
1303113010,0,1,0,0,2
1303113027,0,1,0,1,2
1303113044,0,1,0,0,2
1303113067,0,1,0,1,2
1303113084,0,1,0,1,2
1303113101,0,1,0,0,2
1303113124,0,1,0,0,2
1303113141,0,1,0,1,2
1303113158,0,1,0,0,2
1303113181,0,1,0,0,2
1303113198,0,1,0,1,2
1303113215,0,1,0,0,2
1303113238,0,1,0,1,2
1303113255,0,1,0,1,2
1303113273,0,1,0,1,2
1303113296,0,1,0,1,2
1303113314,0,1,0,1,2
1303113331,0,1,0,0,2
1303113353,0,1,0,1,2
1303113370,0,0,0,1,2
1303113388,0,1,0,1,2
1303113405,0,1,0,1,2
1303113427,0,1,0,1,2
1303113444,0,1,0,0,2
1303113461,0,1,0,0,2
1303113484,0,1,0,1,2
1303113501,0,1,0,1,2
1303113518,0,1,0,1,2
1303113541,0,1,0,1,2
1303113558,0,1,0,1,2
1303113575,0,1,0,1,2
1303113598,0,1,0,0,2
1303113615,0,1,0,1,2
1303113632,0,1,0,0,2
1303113654,0,1,0,1,2
1303113671,0,1,0,1,2
1303113689,0,1,0,1,2
1303113711,0,1,0,1,2
1303113729,0,1,0,0,2
1303113746,0,1,0,1,2
1303113763,0,1,0,1,2
1303113785,0,1,0,0,2
